,Temperatura_archa [°C],O2 [%],Humedad [%],Numero_envases [uds],Tiempo_carga [min]
8970,551,23,38,100,21
8971,610,22,47,100,26
8972,563,18,39,100,29
8973,586,18,38,100,26
8974,610,20,30,100,26
8975,561,20,43,100,20
8976,639,19,30,100,24
8977,625,21,37,100,23
8978,613,23,44,100,28
8979,637,22,34,100,28
8980,596,21,46,100,27
8981,598,23,34,100,26
8982,586,19,40,100,25
8983,564,22,49,100,27
8984,606,20,38,100,26
8985,578,19,43,100,24
8986,620,22,48,100,20
8987,560,22,33,100,28
8988,599,21,37,100,22
8989,555,20,36,100,22
8990,600,18,41,100,21
8991,623,20,30,100,22
8992,611,22,40,100,28
8993,559,19,46,100,27
8994,633,21,40,100,25
8995,585,18,30,100,29
8996,554,20,37,100,24
8997,583,22,41,100,22
8998,609,18,32,100,21
8999,646,20,46,100,20
9000,634,21,44,100,25
9001,571,22,36,100,20
9002,607,21,47,100,26
9003,550,18,33,100,29
9004,577,22,41,100,29
9005,619,18,31,100,29
9006,610,18,43,100,26
9007,648,20,44,100,28
9008,623,23,39,100,23
9009,606,18,43,100,21
9010,590,18,44,100,25
9011,568,23,45,100,29
9012,622,23,31,100,25
9013,586,22,39,100,23
9014,639,18,33,100,29
9015,585,23,47,100,25
9016,582,18,46,100,27
9017,576,20,39,100,22
9018,559,21,45,100,27
9019,636,22,34,100,26
9020,585,19,40,100,26
9021,624,19,33,100,29
9022,619,23,37,100,28
9023,572,20,35,100,29
9024,587,21,37,100,25
9025,583,21,33,100,26
9026,600,18,46,100,27
9027,563,21,49,100,22
9028,641,22,34,100,24
9029,623,23,48,100,23
9030,577,19,40,100,25
9031,596,23,41,100,21
9032,620,19,40,100,28
9033,587,19,38,100,26
9034,587,19,38,100,26
9035,588,20,45,100,29
9036,638,19,38,100,22
9037,588,22,45,100,29
9038,618,21,36,100,29
9039,631,18,46,100,29
9040,583,22,42,100,28
9041,596,22,40,100,24
9042,551,22,30,100,29
9043,588,18,38,100,23
9044,569,18,44,100,24
9045,646,19,30,100,23
9046,632,19,32,100,28
9047,552,20,33,100,21
9048,614,20,46,100,22
9049,628,19,38,100,28
9050,606,23,38,100,21
9051,620,22,32,100,24
9052,615,23,35,100,25
9053,607,21,44,100,28
9054,640,21,49,100,20
9055,565,21,32,100,22
9056,557,20,32,100,22
9057,567,22,30,100,25
9058,564,23,37,100,24
9059,605,22,37,100,20
9060,629,21,44,100,21
9061,632,23,46,100,28
9062,583,18,47,100,22
9063,552,22,47,100,28
9064,648,19,44,100,24
9065,640,21,30,100,25
9066,641,20,46,100,23
9067,639,18,31,100,21
9068,629,21,36,100,28
9069,642,20,43,100,25
9070,554,20,42,100,29
9071,584,22,31,100,22
9072,564,20,36,100,26
9073,559,20,41,100,25
9074,630,23,36,100,25
9075,566,19,43,100,24
9076,594,23,47,100,25
9077,556,22,36,100,25
9078,625,20,38,100,24
9079,559,19,44,100,20
9080,558,23,32,100,21
9081,632,21,42,100,29
9082,623,20,31,100,26
9083,649,21,47,100,29
9084,618,18,36,100,23
9085,646,18,40,100,24
9086,592,19,44,100,20
9087,581,19,41,100,24
9088,620,18,31,100,28
9089,600,23,40,100,24
9090,570,19,30,100,27
9091,597,18,41,100,21
9092,634,22,31,100,25
9093,575,18,33,100,24
9094,563,20,47,100,21
9095,609,23,39,100,27
9096,609,18,43,100,24
9097,632,21,38,100,22
9098,603,19,45,100,24
9099,600,21,44,100,25
9100,556,20,36,100,29
9101,621,20,42,100,27
9102,575,23,32,100,20
9103,590,21,47,100,21
9104,648,21,45,100,21
9105,639,22,41,100,20
9106,588,18,34,100,20
9107,579,23,48,100,28
9108,555,22,35,100,28
9109,566,22,30,100,28
9110,628,19,35,100,24
9111,578,21,40,100,22
9112,605,21,36,100,28
9113,645,18,37,100,28
9114,570,18,46,100,25
9115,591,19,36,100,21
9116,552,20,43,100,20
9117,642,20,49,100,25
9118,567,19,39,100,27
9119,592,19,32,100,24
9120,594,22,42,100,29
9121,649,21,38,100,25
9122,626,21,49,100,24
9123,568,20,36,100,20
9124,610,21,47,100,27
9125,602,18,48,100,28
9126,594,21,43,100,24
9127,619,19,46,100,23
9128,637,22,49,100,25
9129,638,18,45,100,22
9130,619,18,47,100,24
9131,595,20,34,100,25
9132,600,21,31,100,21
9133,584,21,46,100,29
9134,589,18,43,100,20
9135,591,20,37,100,26
9136,630,22,30,100,22
9137,558,18,34,100,27
9138,614,19,49,100,24
9139,633,22,32,100,22
9140,588,19,30,100,28
9141,610,18,44,100,23
9142,592,21,38,100,29
9143,637,19,30,100,24
9144,648,18,39,100,23
9145,599,22,35,100,26
9146,582,22,43,100,27
9147,615,20,44,100,20
9148,555,22,46,100,24
9149,632,19,43,100,23
9150,596,19,45,100,27
9151,587,22,43,100,21
9152,562,23,38,100,27
9153,619,19,34,100,22
9154,606,19,42,100,20
9155,613,21,42,100,25
9156,575,23,36,100,26
9157,577,23,42,100,24
9158,618,22,36,100,28
9159,640,22,35,100,22
9160,596,19,42,100,26
9161,642,20,34,100,20
9162,608,21,46,100,22
9163,561,23,31,100,20
9164,619,20,48,100,23
9165,586,19,39,100,25
9166,573,21,38,100,25
9167,590,18,47,100,27
9168,580,22,37,100,29
9169,613,19,47,100,28
9170,617,22,34,100,23
9171,639,22,40,100,26
9172,578,19,41,100,24
9173,618,23,35,100,25
9174,589,19,37,100,20
9175,574,21,46,100,24
9176,573,18,42,100,20
9177,600,20,47,100,27
9178,625,23,49,100,26
9179,627,18,30,100,25
9180,572,19,38,100,21
9181,638,19,45,100,23
9182,624,22,33,100,27
9183,607,22,49,100,26
9184,574,20,44,100,20
9185,648,21,39,100,20
9186,615,20,48,100,27
9187,599,21,42,100,28
9188,551,21,46,100,20
9189,624,19,31,100,20
9190,565,18,32,100,20
9191,629,23,41,100,28
9192,599,23,43,100,28
9193,596,22,40,100,28
9194,647,23,44,100,25
9195,567,22,37,100,26
9196,566,18,49,100,27
9197,623,20,46,100,29
9198,573,20,47,100,20
9199,642,20,44,100,21
9200,608,22,36,100,29
9201,565,22,45,100,29
9202,613,23,44,100,25
9203,599,18,49,100,22
9204,561,20,38,100,21
9205,631,21,36,100,25
9206,634,18,39,100,24
9207,633,22,32,100,28
9208,643,18,41,100,28
9209,617,23,49,100,24
9210,603,18,36,100,28
9211,562,23,41,100,22
9212,597,23,44,100,23
9213,584,22,33,100,23
9214,637,23,38,100,27
9215,585,20,45,100,20
9216,576,22,35,100,24
9217,563,20,41,100,22
9218,552,22,42,100,22
9219,608,21,33,100,21
9220,561,21,40,100,25
9221,622,23,36,100,29
9222,646,20,35,100,28
9223,625,22,47,100,25
9224,627,19,46,100,29
9225,598,21,41,100,22
9226,629,20,34,100,21
9227,618,23,47,100,29
9228,603,23,45,100,23
9229,559,19,40,100,23
9230,570,22,36,100,26
9231,622,19,33,100,22
9232,643,19,36,100,29
9233,624,23,43,100,21
9234,648,21,32,100,22
9235,588,19,49,100,20
9236,595,22,43,100,21
9237,590,21,42,100,24
9238,587,20,42,100,28
9239,559,18,46,100,21
9240,576,21,38,100,27
9241,591,19,41,100,20
9242,632,22,44,100,25
9243,633,18,40,100,29
9244,594,19,42,100,29
9245,610,23,33,100,23
9246,605,19,49,100,28
9247,597,20,45,100,29
9248,633,22,30,100,26
9249,589,20,39,100,21
9250,635,20,33,100,23
9251,595,21,30,100,20
9252,609,22,37,100,29
9253,575,22,49,100,27
9254,644,19,36,100,27
9255,580,23,41,100,29
9256,567,19,47,100,26
9257,642,20,45,100,20
9258,565,23,30,100,20
9259,563,18,36,100,20
9260,627,18,35,100,28
9261,576,20,32,100,29
9262,608,21,35,100,22
9263,611,21,42,100,27
9264,610,22,48,100,22
9265,569,22,36,100,28
9266,636,18,38,100,25
9267,647,19,37,100,22
9268,590,19,37,100,22
9269,570,21,44,100,27
9270,596,22,46,100,21
9271,646,20,39,100,25
9272,622,19,34,100,27
9273,550,21,40,100,22
9274,551,19,36,100,25
9275,619,20,34,100,26
9276,555,18,33,100,20
9277,627,23,39,100,29
9278,556,22,45,100,27
9279,604,20,49,100,20
9280,574,21,36,100,29
9281,647,18,48,100,23
9282,607,20,44,100,25
9283,556,21,41,100,29
9284,606,19,44,100,26
9285,558,21,40,100,24
9286,614,20,36,100,29
9287,598,19,34,100,20
9288,633,18,48,100,25
9289,550,20,38,100,26
9290,607,23,41,100,26
9291,597,19,46,100,26
9292,591,21,49,100,28
9293,560,20,49,100,29
9294,593,23,32,100,23
9295,647,21,36,100,20
9296,595,18,34,100,26
9297,630,19,34,100,29
9298,583,19,38,100,21
9299,578,21,30,100,22
9300,623,23,46,100,21
9301,600,18,44,100,25
9302,594,21,46,100,20
9303,617,19,44,100,26
9304,603,21,39,100,20
9305,562,21,46,100,27
9306,584,22,37,100,23
9307,641,18,43,100,23
9308,639,18,48,100,28
9309,633,19,31,100,22
9310,556,20,36,100,27
9311,646,21,46,100,27
9312,555,19,37,100,29
9313,568,23,43,100,25
9314,646,21,40,100,24
9315,608,19,40,100,23
9316,589,19,40,100,24
9317,552,23,44,100,28
9318,623,23,38,100,20
9319,644,21,34,100,25
9320,557,22,42,100,26
9321,597,18,46,100,23
9322,579,20,41,100,29
9323,634,19,44,100,25
9324,600,21,33,100,21
9325,561,20,46,100,28
9326,623,23,48,100,26
9327,569,23,37,100,23
9328,617,21,43,100,29
9329,573,23,34,100,22
9330,641,19,47,100,26
9331,642,19,45,100,22
9332,594,19,44,100,24
9333,561,23,42,100,27
9334,624,21,47,100,26
9335,635,23,49,100,24
9336,642,22,32,100,29
9337,638,20,45,100,20
9338,603,21,49,100,24
9339,570,22,48,100,21
9340,648,21,49,100,20
9341,596,23,43,100,28
9342,567,20,31,100,20
9343,568,23,45,100,28
9344,573,20,41,100,29
9345,617,22,30,100,28
9346,618,22,46,100,23
9347,605,23,33,100,25
9348,576,21,41,100,20
9349,554,18,40,100,27
9350,638,19,39,100,22
9351,564,23,34,100,29
9352,638,22,44,100,29
9353,584,21,38,100,21
9354,626,19,44,100,27
9355,636,23,31,100,26
9356,558,20,31,100,29
9357,637,18,41,100,26
9358,598,20,39,100,20
9359,586,20,47,100,22
9360,631,19,39,100,20
9361,568,21,45,100,21
9362,595,21,42,100,21
9363,610,20,36,100,27
9364,623,21,38,100,22
9365,552,22,49,100,25
9366,552,20,42,100,24
9367,554,20,48,100,24
9368,604,18,36,100,23
9369,636,21,45,100,22
9370,595,18,36,100,23
9371,626,22,42,100,26
9372,603,19,34,100,23
9373,566,19,35,100,26
9374,608,21,34,100,26
9375,580,19,30,100,24
9376,579,23,42,100,20
9377,642,22,48,100,24
9378,588,18,34,100,26
9379,582,19,48,100,28
9380,595,19,40,100,23
9381,593,18,31,100,27
9382,568,21,35,100,24
9383,576,18,47,100,20
9384,578,19,33,100,25
9385,635,21,34,100,29
9386,563,19,44,100,20
9387,610,21,38,100,25
9388,644,19,36,100,23
9389,618,18,39,100,24
9390,572,23,31,100,29
9391,608,20,49,100,26
9392,591,20,44,100,28
9393,641,23,42,100,20
9394,559,20,35,100,27
9395,604,19,44,100,29
9396,562,20,40,100,23
9397,597,19,34,100,22
9398,649,22,31,100,29
9399,605,19,46,100,22
9400,556,21,37,100,25
9401,629,19,48,100,26
9402,641,21,37,100,20
9403,601,18,33,100,20
9404,594,23,42,100,26
9405,608,22,41,100,21
9406,640,20,30,100,25
9407,612,21,41,100,24
9408,635,20,49,100,25
9409,594,22,37,100,24
9410,638,20,30,100,24
9411,627,19,36,100,26
9412,613,21,40,100,29
9413,633,20,34,100,23
9414,634,19,39,100,25
9415,587,19,34,100,21
9416,570,23,43,100,28
9417,585,18,39,100,25
9418,607,22,45,100,20
9419,561,19,40,100,25
9420,598,19,41,100,23
9421,629,19,31,100,21
9422,586,22,38,100,22
9423,641,20,46,100,26
9424,642,23,42,100,25
9425,603,21,36,100,24
9426,572,19,47,100,27
9427,565,19,45,100,26
9428,639,19,48,100,23
9429,611,19,45,100,25
9430,584,22,49,100,29
9431,608,22,46,100,22
9432,629,23,46,100,29
9433,588,20,38,100,20
9434,559,18,37,100,27
9435,616,20,35,100,22
9436,632,20,45,100,28
9437,625,23,41,100,24
9438,605,19,34,100,24
9439,604,21,40,100,25
9440,581,23,33,100,23
9441,593,22,38,100,21
9442,588,19,30,100,28
9443,557,22,30,100,23
9444,581,22,48,100,20
9445,589,21,34,100,25
9446,604,18,48,100,22
9447,571,19,39,100,23
9448,597,18,46,100,29
9449,614,20,44,100,28
9450,582,21,38,100,25
9451,553,20,43,100,27
9452,604,19,48,100,28
9453,646,20,45,100,25
9454,618,22,49,100,27
9455,629,18,47,100,25
9456,595,20,33,100,25
9457,559,21,30,100,28
9458,589,22,37,100,21
9459,575,20,41,100,29
9460,637,23,39,100,28
9461,643,20,33,100,29
9462,571,19,48,100,29
9463,554,18,30,100,29
9464,573,18,43,100,28
9465,593,18,35,100,26
9466,578,19,35,100,29
9467,630,23,38,100,23
9468,589,19,40,100,23
9469,554,20,32,100,21
9470,615,20,39,100,22
9471,639,23,46,100,26
9472,648,19,49,100,27
9473,588,20,34,100,22
9474,593,20,43,100,29
9475,594,19,41,100,20
9476,590,22,49,100,24
9477,575,21,34,100,26
9478,644,23,35,100,20
9479,598,23,36,100,23
9480,599,23,41,100,23
9481,551,21,41,100,24
9482,561,18,49,100,27
9483,636,19,38,100,26
9484,625,22,31,100,26
9485,587,19,45,100,22
9486,620,23,35,100,27
9487,644,19,32,100,25
9488,615,22,37,100,23
9489,561,18,32,100,26
9490,577,18,33,100,29
9491,559,23,31,100,27
9492,572,21,34,100,24
9493,601,20,41,100,24
9494,629,18,49,100,29
9495,579,19,31,100,26
9496,551,19,49,100,25
9497,561,22,37,100,21
9498,585,18,49,100,23
9499,638,19,48,100,26
9500,613,19,33,100,24
9501,639,21,31,100,26
9502,645,21,42,100,24
9503,605,20,31,100,21
9504,641,19,48,100,26
9505,554,21,49,100,28
9506,595,22,42,100,27
9507,594,18,30,100,21
9508,622,21,41,100,22
9509,632,22,30,100,21
9510,625,20,37,100,20
9511,623,22,31,100,29
9512,586,21,49,100,28
9513,584,23,33,100,25
9514,570,18,38,100,29
9515,624,21,37,100,24
9516,640,22,40,100,27
9517,572,22,35,100,23
9518,590,23,44,100,22
9519,589,21,45,100,29
9520,552,22,47,100,23
9521,609,22,33,100,20
9522,560,18,41,100,26
9523,645,18,31,100,26
9524,614,18,33,100,26
9525,564,22,49,100,29
9526,582,21,44,100,28
9527,627,18,34,100,28
9528,628,22,34,100,21
9529,635,22,36,100,21
9530,589,21,43,100,25
9531,583,23,44,100,26
9532,639,21,49,100,20
9533,590,18,43,100,22
9534,622,23,31,100,29
9535,636,18,47,100,27
9536,612,18,45,100,25
9537,589,19,40,100,23
9538,612,19,35,100,22
9539,576,19,42,100,24
9540,597,23,45,100,24
9541,593,21,42,100,26
9542,583,20,33,100,27
9543,609,23,44,100,26
9544,643,23,47,100,23
9545,613,18,49,100,23
9546,616,20,48,100,27
9547,621,22,34,100,22
9548,603,23,30,100,29
9549,596,20,49,100,24
9550,577,23,40,100,29
9551,626,22,37,100,23
9552,610,23,36,100,22
9553,589,18,43,100,26
9554,621,20,40,100,29
9555,595,22,31,100,21
9556,607,21,40,100,27
9557,636,18,33,100,24
9558,595,18,30,100,24
9559,599,19,49,100,28
9560,640,23,45,100,21
9561,604,18,32,100,27
9562,599,22,44,100,22
9563,607,19,49,100,26
9564,591,21,46,100,27
9565,633,20,30,100,24
9566,559,23,49,100,24
9567,559,20,49,100,21
9568,559,18,34,100,21
9569,614,23,38,100,28
9570,580,21,46,100,28
9571,576,23,45,100,29
9572,632,22,43,100,22
9573,643,18,38,100,27
9574,595,19,45,100,23
9575,628,18,39,100,26
9576,638,22,36,100,22
9577,638,21,35,100,24
9578,627,19,34,100,24
9579,628,18,48,100,29
9580,618,23,46,100,29
9581,597,23,46,100,28
9582,633,18,45,100,25
9583,616,18,33,100,23
9584,550,21,30,100,22
9585,581,19,46,100,28
9586,562,20,34,100,21
9587,595,22,30,100,28
9588,627,20,42,100,21
9589,612,21,47,100,24
9590,592,23,31,100,22
9591,648,22,47,100,28
9592,632,22,31,100,24
9593,584,21,39,100,25
9594,619,22,44,100,27
9595,582,20,38,100,26
9596,620,23,40,100,29
9597,615,23,43,100,28
9598,557,23,41,100,23
9599,607,18,40,100,20
9600,577,20,38,100,21
9601,633,20,46,100,23
9602,581,23,30,100,29
9603,610,22,36,100,28
9604,631,21,30,100,20
9605,563,22,46,100,28
9606,607,21,48,100,21
9607,626,18,34,100,25
9608,638,20,46,100,27
9609,617,20,35,100,25
9610,574,23,48,100,21
9611,617,19,37,100,24
9612,566,18,47,100,21
9613,564,22,32,100,28
9614,631,22,45,100,26
9615,622,22,34,100,25
9616,601,20,30,100,23
9617,642,18,38,100,27
9618,551,18,42,100,27
9619,609,18,34,100,22
9620,551,18,35,100,20
9621,564,19,30,100,28
9622,640,18,30,100,24
9623,551,23,49,100,26
9624,633,22,39,100,29
9625,563,19,34,100,28
9626,648,22,31,100,21
9627,551,18,36,100,29
9628,574,21,31,100,22
9629,569,22,46,100,24
9630,611,22,49,100,27
9631,587,18,46,100,21
9632,554,22,38,100,23
9633,624,20,40,100,27
9634,555,19,31,100,24
9635,566,18,45,100,25
9636,589,23,30,100,25
9637,634,23,34,100,25
9638,580,21,44,100,25
9639,586,20,47,100,21
9640,595,23,31,100,20
9641,638,22,45,100,26
9642,598,18,32,100,22
9643,560,20,48,100,22
9644,636,23,41,100,29
9645,571,22,40,100,21
9646,577,20,44,100,24
9647,604,20,44,100,21
9648,596,20,46,100,20
9649,592,21,36,100,21
9650,635,22,44,100,21
9651,567,20,34,100,24
9652,609,18,49,100,24
9653,615,18,46,100,29
9654,572,21,41,100,29
9655,607,23,48,100,27
9656,646,21,38,100,23
9657,621,21,49,100,24
9658,601,21,33,100,24
9659,560,21,30,100,26
9660,610,21,48,100,23
9661,599,20,37,100,28
9662,611,22,48,100,26
9663,636,20,45,100,28
9664,585,18,44,100,26
9665,569,22,45,100,20
9666,569,19,44,100,24
9667,565,22,40,100,22
9668,646,23,44,100,26
9669,574,22,48,100,22
9670,557,23,48,100,28
9671,577,18,49,100,22
9672,616,23,37,100,26
9673,608,21,39,100,20
9674,605,23,33,100,21
9675,628,18,37,100,28
9676,607,22,43,100,27
9677,565,18,49,100,27
9678,575,21,35,100,22
9679,636,20,47,100,21
9680,610,22,43,100,20
9681,571,19,33,100,20
9682,631,22,40,100,22
9683,625,22,45,100,22
9684,638,18,42,100,21
9685,644,21,35,100,22
9686,592,22,37,100,25
9687,573,19,44,100,22
9688,564,21,44,100,25
9689,629,20,43,100,22
9690,555,19,44,100,27
9691,591,19,49,100,25
9692,611,21,38,100,20
9693,593,23,46,100,25
9694,648,23,38,100,20
9695,633,21,31,100,21
9696,621,22,48,100,23
9697,632,23,45,100,20
9698,635,22,38,100,25
9699,626,20,38,100,27
9700,617,21,33,100,23
9701,646,19,39,100,23
9702,554,19,37,100,24
9703,572,20,42,100,20
9704,634,18,41,100,23
9705,559,20,46,100,27
9706,625,18,38,100,21
9707,613,20,49,100,26
9708,575,21,45,100,29
9709,591,22,31,100,27
9710,554,19,48,100,22
9711,604,18,31,100,24
9712,550,20,36,100,26
9713,630,22,48,100,27
9714,576,18,47,100,29
9715,626,19,46,100,26
9716,594,19,32,100,23
9717,570,21,39,100,27
9718,620,21,33,100,28
9719,582,18,49,100,27
9720,557,18,34,100,22
9721,570,20,39,100,25
9722,584,19,44,100,24
9723,571,19,36,100,25
9724,588,21,49,100,25
9725,588,18,42,100,27
9726,595,23,48,100,21
9727,633,22,31,100,28
9728,563,23,49,100,20
9729,592,18,33,100,23
9730,626,19,45,100,21
9731,573,23,30,100,22
9732,585,22,39,100,29
9733,613,19,49,100,21
9734,608,21,48,100,27
9735,646,23,45,100,28
9736,591,22,32,100,23
9737,635,18,46,100,25
9738,624,22,41,100,28
9739,582,19,48,100,25
9740,616,20,33,100,23
9741,617,23,45,100,20
9742,552,23,39,100,22
9743,609,18,43,100,25
9744,637,21,42,100,20
9745,621,22,32,100,21
9746,634,21,41,100,29
9747,585,20,41,100,21
9748,574,21,47,100,24
9749,589,18,43,100,26
9750,571,21,41,100,23
9751,601,20,36,100,25
9752,612,18,49,100,24
9753,621,23,43,100,28
9754,634,23,30,100,26
9755,615,21,36,100,20
9756,631,20,34,100,23
9757,562,21,37,100,25
9758,600,23,36,100,23
9759,649,23,38,100,27
9760,581,23,33,100,24
9761,597,19,39,100,29
9762,643,22,43,100,27
9763,552,19,38,100,24
9764,627,19,47,100,23
9765,598,22,43,100,21
9766,597,22,41,100,24
9767,610,19,43,100,28
9768,570,22,41,100,26
9769,621,23,35,100,24
9770,635,20,46,100,22
9771,648,23,40,100,29
9772,574,22,43,100,22
9773,618,19,38,100,20
9774,550,18,48,100,27
9775,560,18,45,100,25
9776,596,21,45,100,23
9777,623,23,47,100,26
9778,629,23,37,100,28
9779,567,22,45,100,24
9780,591,22,36,100,25
9781,582,21,34,100,29
9782,634,22,32,100,21
9783,572,20,48,100,24
9784,593,20,39,100,27
9785,645,19,48,100,23
9786,589,22,41,100,27
9787,613,18,32,100,29
9788,615,18,47,100,20
9789,602,20,37,100,22
9790,644,23,43,100,22
9791,575,21,32,100,29
9792,609,20,46,100,28
9793,584,21,39,100,21
9794,610,20,30,100,26
9795,607,18,35,100,29
9796,617,23,31,100,28
9797,649,20,45,100,27
9798,589,22,45,100,28
9799,630,22,43,100,24
9800,601,22,34,100,27
9801,550,22,30,100,23
9802,610,22,44,100,23
9803,631,23,39,100,20
9804,571,18,34,100,25
9805,568,22,36,100,21
9806,587,23,36,100,26
9807,573,23,32,100,24
9808,644,22,43,100,26
9809,567,19,48,100,25
9810,606,22,47,100,20
9811,568,21,37,100,21
9812,582,23,45,100,29
9813,574,18,41,100,26
9814,620,19,48,100,28
9815,576,22,41,100,28
9816,553,23,42,100,26
9817,592,20,38,100,26
9818,647,22,42,100,24
9819,625,22,37,100,24
9820,606,21,47,100,24
9821,603,22,33,100,20
9822,628,23,30,100,20
9823,636,23,37,100,29
9824,569,19,34,100,28
9825,593,21,38,100,29
9826,636,20,45,100,29
9827,618,22,45,100,25
9828,613,20,35,100,24
9829,609,21,38,100,26
9830,608,18,44,100,23
9831,563,22,47,100,23
9832,586,19,43,100,20
9833,591,20,36,100,22
9834,555,22,47,100,21
9835,609,21,30,100,24
9836,608,18,46,100,28
9837,634,20,40,100,24
9838,580,21,49,100,21
9839,582,18,33,100,24
9840,581,20,43,100,24
9841,579,20,32,100,25
9842,578,19,39,100,23
9843,633,18,47,100,27
9844,619,21,30,100,21
9845,556,20,39,100,29
9846,612,23,30,100,20
9847,556,23,49,100,24
9848,567,20,46,100,25
9849,578,20,47,100,20
9850,568,23,46,100,23
9851,595,20,44,100,25
9852,577,19,38,100,28
9853,597,19,39,100,21
9854,606,22,49,100,24
9855,563,23,30,100,20
9856,623,21,33,100,23
9857,623,23,46,100,29
9858,618,23,45,100,21
9859,626,19,30,100,29
9860,623,22,37,100,21
9861,581,21,41,100,27
9862,584,21,31,100,27
9863,590,22,33,100,29
9864,607,20,41,100,28
9865,621,19,32,100,23
9866,614,19,49,100,22
9867,571,19,42,100,20
9868,568,18,44,100,20
9869,558,20,48,100,23
9870,573,18,45,100,27
9871,555,21,40,100,28
9872,636,23,45,100,26
9873,566,23,32,100,23
9874,560,18,48,100,27
9875,571,19,38,100,28
9876,555,23,48,100,26
9877,558,21,49,100,20
9878,570,20,32,100,22
9879,596,20,32,100,25
9880,644,19,39,100,27
9881,641,19,33,100,25
9882,575,20,30,100,22
9883,565,23,30,100,29
9884,587,21,45,100,23
9885,590,23,47,100,21
9886,589,19,41,100,27
9887,570,23,33,100,27
9888,610,23,48,100,22
9889,556,21,44,100,21
9890,578,22,37,100,28
9891,614,18,41,100,28
9892,596,19,45,100,28
9893,606,20,32,100,23
9894,573,23,41,100,28
9895,621,18,36,100,21
9896,602,21,35,100,26
9897,637,23,34,100,27
9898,558,23,46,100,21
9899,641,22,33,100,25
9900,597,20,38,100,29
9901,635,23,45,100,26
9902,649,23,38,100,23
9903,647,21,44,100,27
9904,630,20,34,100,25
9905,606,19,47,100,24
9906,605,20,31,100,29
9907,578,23,37,100,22
9908,646,21,31,100,24
9909,574,23,47,100,22
9910,632,22,44,100,20
9911,590,22,40,100,28
9912,602,22,37,100,25
9913,566,22,39,100,26
9914,638,23,30,100,24
9915,580,18,42,100,27
9916,591,23,49,100,21
9917,641,19,42,100,24
9918,630,21,41,100,21
9919,583,20,36,100,25
9920,575,19,48,100,28
9921,598,20,39,100,27
9922,616,20,37,100,23
9923,612,21,31,100,22
9924,558,18,31,100,21
9925,579,23,32,100,25
9926,631,20,40,100,21
9927,556,23,45,100,27
9928,563,21,38,100,24
9929,597,22,38,100,25
9930,603,23,49,100,27
9931,617,23,33,100,28
9932,605,20,36,100,28
9933,572,18,44,100,29
9934,617,21,36,100,23
9935,561,20,47,100,25
9936,590,21,39,100,29
9937,590,19,49,100,29
9938,649,19,46,100,28
9939,551,18,47,100,27
9940,622,22,48,100,22
9941,648,21,43,100,22
9942,578,22,34,100,23
