,Temperatura_horno [°C],Peso_total_fusion [T],Energia [kWh],Tiempo_total_fusion [h],Consumo_combustible [kWh]
8498,1544,35,7536,28,380
8499,1515,34,7681,31,385
8500,1514,32,7588,30,389
8501,1523,33,7679,44,386
8502,1528,35,7686,33,383
8503,1541,35,7566,29,396
8504,1568,34,7578,40,380
8505,1566,35,7518,38,393
8506,1565,35,7662,41,399
8507,1546,33,7682,45,382
8508,1571,35,7566,47,381
8509,1555,35,7637,33,390
8510,1572,32,7692,37,390
8511,1522,34,7603,24,382
8512,1528,34,7644,27,396
8513,1574,35,7612,41,386
8514,1512,32,7506,46,384
8515,1576,33,7571,31,389
8516,1554,33,7612,33,392
8517,1524,35,7505,33,388
8518,1522,34,7670,36,380
8519,1523,34,7606,46,384
8520,1566,32,7658,33,392
8521,1583,35,7650,36,380
8522,1582,32,7506,38,394
8523,1552,35,7540,29,383
8524,1541,34,7503,37,380
8525,1501,34,7541,24,396
8526,1523,33,7604,46,387
8527,1520,34,7568,25,388
8528,1569,34,7509,34,398
8529,1573,35,7619,31,395
8530,1512,35,7561,33,394
8531,1576,32,7626,36,386
8532,1525,35,7689,47,391
8533,1533,33,7527,24,392
8534,1560,33,7550,27,386
8535,1503,32,7518,27,387
8536,1542,33,7586,42,382
8537,1581,35,7588,28,392
8538,1533,33,7588,37,399
8539,1506,34,7523,33,383
8540,1536,34,7539,47,396
8541,1555,33,7543,26,386
8542,1571,35,7623,27,393
8543,1543,33,7534,41,380
8544,1517,32,7569,40,394
8545,1511,32,7518,30,397
8546,1531,34,7545,41,384
8547,1533,35,7502,25,385
8548,1578,34,7548,43,390
8549,1506,34,7520,40,395
8550,1593,35,7532,25,390
8551,1544,32,7612,34,391
8552,1523,34,7684,34,382
8553,1561,35,7530,32,386
8554,1525,35,7655,28,381
8555,1586,32,7511,26,388
8556,1539,35,7543,34,387
8557,1507,34,7685,25,390
8558,1580,34,7657,29,396
8559,1593,34,7529,46,395
8560,1569,33,7611,28,394
8561,1562,35,7609,28,390
8562,1583,35,7642,24,395
8563,1576,33,7624,40,383
8564,1594,33,7604,28,384
8565,1516,34,7625,43,389
8566,1584,35,7656,26,394
8567,1563,33,7683,42,386
8568,1530,33,7640,24,398
8569,1591,32,7525,37,389
8570,1542,33,7696,33,396
8571,1534,35,7571,42,395
8572,1594,34,7640,26,383
8573,1547,35,7649,30,386
8574,1535,35,7511,33,385
8575,1543,32,7631,28,391
8576,1552,35,7571,46,393
8577,1552,34,7674,41,382
8578,1590,34,7564,45,381
8579,1521,32,7529,30,390
8580,1559,34,7603,40,397
8581,1565,34,7648,41,388
8582,1587,33,7607,41,388
8583,1590,35,7536,39,385
8584,1546,35,7501,38,391
8585,1594,33,7640,36,390
8586,1575,34,7500,33,392
8587,1508,35,7530,45,384
8588,1548,32,7603,41,395
8589,1558,35,7632,47,382
8590,1555,33,7520,27,387
8591,1592,33,7516,27,398
8592,1575,33,7558,39,388
8593,1551,33,7584,33,389
8594,1552,32,7584,38,387
8595,1586,35,7666,35,387
8596,1500,32,7613,37,384
8597,1577,35,7593,34,398
8598,1533,33,7501,29,383
8599,1508,34,7614,39,386
8600,1528,34,7649,42,382
8601,1526,33,7692,45,382
8602,1506,35,7688,25,383
8603,1554,33,7632,46,394
8604,1564,33,7612,31,389
8605,1533,33,7506,28,393
8606,1530,32,7683,27,395
8607,1525,34,7693,41,382
8608,1598,35,7655,41,397
8609,1583,34,7630,30,399
8610,1591,32,7672,26,385
8611,1549,34,7541,26,392
8612,1549,33,7520,28,382
8613,1597,35,7537,25,399
8614,1575,32,7502,31,395
8615,1508,35,7660,24,397
8616,1526,34,7565,40,394
8617,1526,35,7649,46,382
8618,1506,33,7642,31,389
8619,1551,34,7503,41,391
8620,1530,33,7697,43,387
8621,1533,33,7683,44,395
8622,1534,32,7633,45,397
8623,1543,35,7528,40,392
8624,1522,32,7545,28,387
8625,1562,35,7628,41,399
8626,1531,32,7601,26,386
8627,1585,35,7657,34,396
8628,1577,32,7699,36,393
8629,1521,32,7686,45,386
8630,1584,32,7617,32,381
8631,1579,34,7629,41,380
8632,1597,35,7633,42,384
8633,1516,33,7685,29,395
8634,1521,32,7626,44,384
8635,1553,33,7590,43,386
8636,1552,35,7515,39,384
8637,1542,33,7500,45,384
8638,1536,35,7594,40,392
8639,1513,33,7659,35,387
8640,1583,32,7625,45,384
8641,1506,32,7697,43,396
8642,1572,32,7694,42,398
8643,1517,33,7649,32,399
8644,1515,34,7677,43,390
8645,1505,32,7615,47,391
8646,1572,35,7651,37,392
8647,1510,32,7569,40,390
8648,1555,32,7634,39,387
8649,1537,33,7625,38,398
8650,1512,32,7551,35,397
8651,1550,34,7678,28,380
8652,1550,35,7588,37,393
8653,1513,35,7534,41,390
8654,1584,32,7505,39,385
8655,1515,32,7640,41,387
8656,1528,32,7534,43,380
8657,1553,32,7666,28,389
8658,1534,32,7624,25,395
8659,1555,32,7589,47,382
8660,1530,33,7621,31,381
8661,1529,34,7525,29,388
8662,1582,33,7508,42,397
8663,1515,32,7664,25,383
8664,1535,34,7505,27,384
8665,1524,35,7625,31,390
8666,1561,35,7561,31,381
8667,1566,33,7665,32,394
8668,1571,34,7506,36,385
8669,1550,33,7500,42,392
8670,1500,35,7525,42,385
8671,1556,32,7527,24,399
8672,1573,32,7548,38,394
8673,1583,34,7680,34,395
8674,1502,33,7516,28,388
8675,1543,33,7582,39,399
8676,1525,32,7683,43,385
8677,1596,32,7670,46,384
8678,1537,35,7533,41,391
8679,1501,33,7685,25,384
8680,1506,34,7629,41,388
8681,1546,34,7662,26,396
8682,1573,33,7665,42,395
8683,1530,32,7679,41,394
8684,1598,34,7512,24,392
8685,1587,34,7686,42,391
8686,1510,33,7526,46,399
8687,1541,35,7539,44,395
8688,1567,34,7552,40,391
8689,1583,35,7527,30,383
8690,1564,32,7576,44,382
8691,1585,33,7619,30,399
8692,1533,35,7672,36,391
8693,1535,35,7644,26,380
8694,1509,35,7684,29,384
8695,1573,32,7624,43,380
8696,1521,34,7644,37,380
8697,1573,32,7569,25,398
8698,1514,33,7625,30,392
8699,1587,32,7643,26,382
8700,1586,34,7686,29,382
8701,1578,33,7598,29,385
8702,1570,35,7510,45,390
8703,1599,35,7574,39,395
8704,1504,35,7598,27,395
8705,1501,32,7506,33,387
8706,1526,33,7556,44,399
8707,1539,34,7634,25,387
8708,1595,33,7629,37,382
8709,1530,33,7505,39,382
8710,1554,33,7554,41,385
8711,1568,34,7616,32,386
8712,1524,35,7585,32,397
8713,1594,33,7541,44,380
8714,1527,35,7517,38,388
8715,1532,32,7683,41,398
8716,1572,33,7521,46,387
8717,1558,32,7639,25,395
8718,1591,32,7571,37,380
8719,1562,34,7688,28,389
8720,1578,33,7543,26,385
8721,1551,34,7538,32,385
8722,1522,34,7524,30,386
8723,1538,33,7608,26,382
8724,1580,32,7631,32,384
8725,1577,33,7672,46,392
8726,1562,33,7673,41,393
8727,1596,32,7539,25,384
8728,1585,35,7611,26,381
8729,1594,34,7596,43,389
8730,1595,32,7653,34,397
8731,1549,34,7617,26,384
8732,1597,35,7588,28,384
8733,1587,33,7521,42,391
8734,1505,32,7699,32,386
8735,1572,32,7612,32,395
8736,1567,32,7501,25,399
8737,1502,35,7526,42,387
8738,1592,34,7514,24,386
8739,1517,34,7559,28,395
8740,1508,35,7584,45,388
8741,1511,35,7659,40,399
8742,1510,32,7687,30,394
8743,1592,34,7573,41,386
8744,1536,35,7650,42,399
8745,1569,35,7524,40,384
8746,1593,32,7531,33,397
8747,1591,32,7620,30,399
8748,1506,35,7672,25,396
8749,1546,32,7593,46,385
8750,1527,35,7602,36,394
8751,1507,32,7552,28,390
8752,1526,33,7521,45,394
8753,1522,34,7604,27,391
8754,1532,33,7503,32,387
8755,1573,35,7689,40,391
8756,1584,32,7612,24,396
8757,1500,34,7546,44,395
8758,1520,34,7590,46,383
8759,1511,32,7614,38,382
8760,1525,35,7523,40,384
8761,1546,35,7569,24,388
8762,1531,34,7676,38,395
8763,1594,35,7664,24,384
8764,1534,34,7650,31,381
8765,1528,34,7618,39,386
8766,1588,33,7667,26,394
8767,1530,32,7530,28,381
8768,1537,34,7674,41,397
8769,1571,34,7666,39,386
8770,1590,35,7684,25,384
8771,1504,33,7505,47,392
8772,1556,33,7637,35,397
8773,1531,35,7567,26,384
8774,1544,33,7662,24,381
8775,1518,35,7602,31,389
8776,1503,35,7686,39,397
8777,1516,33,7624,24,396
8778,1565,33,7604,27,389
8779,1559,34,7587,24,395
8780,1506,32,7682,43,397
8781,1564,35,7567,44,396
8782,1575,35,7613,47,387
8783,1573,32,7646,27,380
8784,1565,33,7618,44,381
8785,1519,34,7557,36,388
8786,1566,34,7584,37,398
8787,1577,33,7665,45,398
8788,1545,32,7605,33,385
8789,1504,33,7525,45,382
8790,1596,35,7560,43,388
8791,1519,32,7619,26,395
8792,1536,32,7616,41,386
8793,1596,34,7581,25,383
8794,1537,34,7664,45,399
8795,1568,35,7604,39,386
8796,1521,33,7549,41,382
8797,1530,35,7579,47,398
8798,1513,33,7640,32,398
8799,1510,32,7576,37,383
8800,1501,35,7570,31,387
8801,1587,35,7580,30,380
8802,1598,33,7551,37,395
8803,1547,35,7662,28,386
8804,1567,35,7668,25,393
8805,1564,34,7652,28,397
8806,1535,33,7557,24,398
8807,1532,34,7626,35,386
8808,1513,33,7506,29,398
8809,1551,33,7607,28,399
8810,1580,34,7699,45,382
8811,1592,33,7672,35,380
8812,1576,34,7537,25,385
8813,1562,32,7560,37,399
8814,1557,35,7611,42,386
8815,1523,32,7627,30,381
8816,1579,34,7541,28,398
8817,1581,35,7667,36,385
8818,1587,34,7696,42,395
8819,1581,34,7560,44,384
8820,1577,34,7695,28,384
8821,1531,34,7653,39,385
8822,1544,34,7571,27,390
8823,1541,34,7536,26,388
8824,1540,33,7638,44,389
8825,1556,34,7512,29,395
8826,1516,35,7537,40,387
8827,1513,33,7627,25,381
8828,1531,34,7533,35,381
8829,1548,32,7662,30,390
8830,1501,35,7558,40,393
8831,1512,32,7565,37,390
8832,1508,35,7664,26,396
8833,1576,32,7616,44,390
8834,1504,34,7543,44,397
8835,1594,32,7685,46,395
8836,1585,33,7685,47,390
8837,1539,34,7649,38,397
8838,1544,35,7511,43,390
8839,1598,35,7546,33,395
8840,1503,33,7666,32,395
8841,1598,35,7595,33,388
8842,1570,32,7518,30,387
8843,1553,32,7514,36,399
8844,1520,33,7594,25,399
8845,1596,33,7569,29,399
8846,1595,35,7517,36,393
8847,1584,32,7576,29,380
8848,1560,33,7646,41,386
8849,1517,32,7675,47,384
8850,1580,32,7668,47,382
8851,1595,33,7505,45,393
8852,1518,33,7625,31,396
8853,1503,33,7666,41,388
8854,1567,34,7612,38,394
8855,1580,33,7666,28,384
8856,1570,35,7624,30,388
8857,1591,34,7569,32,380
8858,1559,35,7588,40,384
8859,1529,35,7598,33,389
8860,1525,34,7693,33,386
8861,1549,34,7648,34,395
8862,1586,35,7673,29,388
8863,1572,34,7534,30,391
8864,1533,33,7673,42,384
8865,1501,32,7606,28,384
8866,1569,33,7647,25,395
8867,1549,35,7540,33,387
8868,1569,35,7622,43,398
8869,1517,35,7547,41,380
8870,1574,35,7636,34,382
8871,1547,34,7588,44,383
8872,1583,33,7521,28,393
8873,1582,32,7653,26,397
8874,1596,35,7578,25,383
8875,1530,34,7659,46,396
8876,1568,34,7650,28,381
8877,1530,33,7547,42,386
8878,1564,34,7678,34,382
8879,1564,32,7595,41,384
8880,1515,34,7631,32,389
8881,1531,34,7530,34,384
8882,1580,32,7616,44,389
8883,1573,34,7518,35,380
8884,1519,34,7611,27,387
8885,1571,34,7558,44,395
8886,1501,34,7505,32,389
8887,1570,35,7668,33,382
8888,1539,32,7675,34,381
8889,1514,32,7646,45,396
8890,1537,33,7602,32,390
8891,1558,32,7640,27,389
8892,1513,35,7605,25,394
8893,1593,32,7557,46,388
8894,1515,33,7565,33,386
8895,1562,34,7662,29,390
8896,1586,33,7690,46,390
8897,1510,33,7541,34,388
8898,1530,34,7502,37,388
8899,1570,35,7594,40,384
8900,1526,32,7641,34,399
8901,1526,35,7556,33,399
8902,1523,34,7646,47,382
8903,1521,35,7604,44,380
8904,1592,32,7565,45,396
8905,1506,34,7653,30,395
8906,1546,33,7624,43,386
8907,1568,33,7688,45,392
8908,1505,35,7658,34,397
8909,1586,35,7664,43,393
8910,1517,33,7655,43,391
8911,1505,34,7626,24,382
8912,1590,35,7653,25,386
8913,1580,32,7574,39,390
8914,1551,35,7513,39,380
8915,1528,34,7597,45,397
8916,1509,33,7520,33,383
8917,1525,35,7564,44,397
8918,1538,33,7695,27,382
8919,1531,35,7606,38,392
8920,1543,32,7610,45,393
8921,1515,33,7531,35,392
8922,1540,32,7563,35,395
8923,1517,33,7655,42,390
8924,1580,34,7666,45,387
8925,1515,33,7682,31,393
8926,1534,33,7547,27,388
8927,1534,33,7664,31,384
8928,1578,33,7522,27,381
8929,1553,34,7529,26,392
8930,1506,35,7559,32,386
8931,1583,35,7559,24,387
8932,1536,34,7679,29,398
8933,1517,35,7636,40,397
8934,1505,34,7591,32,386
8935,1597,33,7597,41,388
8936,1568,32,7502,26,388
8937,1510,33,7502,46,389
8938,1598,34,7538,34,389
8939,1512,33,7692,31,387
8940,1530,35,7516,43,385
8941,1539,33,7575,31,395
8942,1596,34,7626,39,390
8943,1594,33,7663,33,380
8944,1508,33,7568,32,394
8945,1523,35,7524,31,390
8946,1589,33,7615,43,389
8947,1588,34,7658,33,396
8948,1533,35,7540,46,398
8949,1562,32,7558,44,388
8950,1534,32,7569,36,397
8951,1562,33,7666,26,389
8952,1585,34,7693,29,381
8953,1531,32,7571,43,397
8954,1540,34,7612,43,396
8955,1575,35,7547,32,398
8956,1554,32,7678,34,399
8957,1536,34,7622,46,398
8958,1563,32,7610,35,398
8959,1519,35,7662,40,397
8960,1512,32,7547,43,387
8961,1566,34,7571,34,386
8962,1525,32,7635,33,396
8963,1589,33,7543,28,394
8964,1595,33,7620,31,392
8965,1578,33,7654,47,397
8966,1576,35,7679,45,395
8967,1521,33,7501,38,398
8968,1582,33,7608,31,386
8969,1570,32,7585,42,385
8970,1564,35,7532,28,392
8971,1542,35,7520,41,396
8972,1570,34,7646,28,381
8973,1559,33,7690,38,383
8974,1573,35,7585,31,388
8975,1541,34,7618,47,391
8976,1552,33,7619,37,394
8977,1523,35,7578,30,391
8978,1573,32,7699,35,384
8979,1580,33,7556,30,393
8980,1562,32,7504,31,383
8981,1525,35,7511,27,391
8982,1543,33,7585,46,397
8983,1579,32,7575,36,382
8984,1504,34,7588,42,386
8985,1511,33,7543,47,391
8986,1588,34,7681,32,394
8987,1579,35,7652,43,393
8988,1587,35,7572,32,388
8989,1596,34,7650,38,399
8990,1505,33,7691,28,386
8991,1537,33,7573,32,390
8992,1508,35,7682,37,382
8993,1512,32,7581,45,385
8994,1568,34,7616,27,391
8995,1513,32,7578,27,383
8996,1508,32,7552,27,391
8997,1557,34,7642,27,388
8998,1554,32,7683,38,398
8999,1539,35,7569,28,382
9000,1503,33,7626,38,399
9001,1523,34,7571,43,385
9002,1503,32,7529,36,389
9003,1578,34,7533,37,397
9004,1553,33,7617,44,390
9005,1504,33,7531,40,396
9006,1542,35,7536,27,387
9007,1510,34,7657,40,382
9008,1580,32,7625,26,390
9009,1569,34,7500,33,380
9010,1518,32,7578,38,386
9011,1562,33,7686,25,388
9012,1577,35,7613,47,383
9013,1529,33,7530,40,390
9014,1565,32,7691,35,392
9015,1555,32,7618,28,381
9016,1571,35,7675,43,397
9017,1557,35,7659,41,389
9018,1595,35,7529,40,382
9019,1550,32,7655,41,389
9020,1561,35,7557,33,399
9021,1572,35,7541,42,383
9022,1506,32,7596,30,386
9023,1504,33,7617,47,390
9024,1523,34,7518,38,380
9025,1573,34,7698,45,384
9026,1549,35,7501,43,385
9027,1554,35,7696,36,397
9028,1505,35,7509,40,384
9029,1515,33,7693,36,393
9030,1510,35,7653,24,397
9031,1588,34,7548,45,384
9032,1580,34,7585,45,385
9033,1565,33,7673,44,383
9034,1522,34,7683,31,385
9035,1578,35,7538,24,396
9036,1586,35,7697,41,386
9037,1596,34,7699,44,391
9038,1569,35,7540,42,386
9039,1522,33,7669,32,388
9040,1537,35,7608,47,390
9041,1508,32,7618,30,392
9042,1523,34,7516,30,391
9043,1516,32,7529,40,382
9044,1558,34,7507,31,389
9045,1533,34,7565,40,392
9046,1546,33,7644,38,392
9047,1521,32,7658,39,391
9048,1518,33,7644,28,398
9049,1519,32,7519,33,388
9050,1576,32,7594,32,392
9051,1524,34,7583,42,399
9052,1562,32,7607,31,382
9053,1559,32,7515,38,385
9054,1584,34,7602,28,386
9055,1518,35,7629,28,388
9056,1541,33,7619,26,396
9057,1546,33,7558,38,389
9058,1558,33,7558,28,387
9059,1590,32,7536,38,394
9060,1581,35,7609,32,397
9061,1501,35,7505,29,393
9062,1580,33,7562,25,384
9063,1582,32,7544,38,392
9064,1529,32,7552,39,390
9065,1549,32,7640,28,385
9066,1573,34,7673,24,395
9067,1558,35,7629,45,393
9068,1502,32,7607,25,380
9069,1568,32,7533,43,396
9070,1507,32,7629,29,394
9071,1585,33,7631,41,391
9072,1574,33,7551,27,388
9073,1575,35,7578,43,382
9074,1514,32,7557,43,387
9075,1547,33,7692,32,391
9076,1541,33,7646,31,396
9077,1575,34,7671,41,393
9078,1550,32,7619,38,384
9079,1593,34,7599,42,396
9080,1527,35,7518,39,388
9081,1504,34,7649,25,398
9082,1522,34,7547,37,388
9083,1534,33,7615,37,381
9084,1525,33,7502,30,397
9085,1573,33,7549,24,386
9086,1504,34,7593,28,380
9087,1554,33,7548,31,386
9088,1519,32,7557,34,397
9089,1570,35,7680,36,392
9090,1512,35,7504,42,389
9091,1576,32,7627,27,380
9092,1509,32,7604,41,390
9093,1554,35,7534,44,393
9094,1523,34,7673,38,380
9095,1578,34,7500,34,397
9096,1535,35,7520,33,381
9097,1583,33,7669,32,394
9098,1527,35,7593,29,387
9099,1543,33,7567,46,380
9100,1551,34,7641,45,387
9101,1561,35,7588,41,383
9102,1538,32,7557,40,382
9103,1553,34,7643,26,381
9104,1509,32,7683,31,389
9105,1531,33,7655,30,382
9106,1587,33,7502,46,397
9107,1554,33,7537,40,393
9108,1513,35,7517,34,392
9109,1589,33,7520,29,389
9110,1597,33,7513,36,393
9111,1591,35,7596,37,383
9112,1539,34,7524,38,383
9113,1590,35,7641,35,391
9114,1569,34,7510,46,385
9115,1507,35,7576,30,392
9116,1584,32,7556,36,396
9117,1580,35,7513,29,392
9118,1529,35,7619,31,396
9119,1577,35,7553,28,393
9120,1566,33,7651,26,396
9121,1588,35,7625,37,383
9122,1520,33,7574,26,392
9123,1501,33,7583,37,389
9124,1551,32,7549,32,384
9125,1543,32,7653,37,399
9126,1501,32,7676,32,394
9127,1545,34,7685,45,397
9128,1513,35,7682,38,398
9129,1548,35,7639,43,397
9130,1539,35,7642,26,393
9131,1514,33,7668,44,396
9132,1539,35,7638,25,389
9133,1532,34,7555,26,396
9134,1576,35,7516,30,381
9135,1550,34,7595,34,385
9136,1581,32,7567,27,385
9137,1518,32,7581,43,392
9138,1592,32,7602,34,396
9139,1551,33,7571,25,392
9140,1567,35,7666,28,389
9141,1563,33,7627,32,396
9142,1528,35,7588,38,383
9143,1568,34,7665,27,387
9144,1522,34,7624,41,389
9145,1544,33,7500,27,385
9146,1520,33,7535,37,385
9147,1536,35,7653,41,389
9148,1510,34,7621,43,384
9149,1516,34,7628,31,386
9150,1509,32,7685,43,387
9151,1554,34,7600,31,398
9152,1594,34,7622,33,380
9153,1580,33,7652,45,382
9154,1564,34,7682,35,397
9155,1593,33,7505,44,395
9156,1536,34,7521,46,392
9157,1574,32,7647,26,397
9158,1558,34,7686,40,398
9159,1564,35,7554,42,399
9160,1571,32,7571,44,384
9161,1549,32,7579,30,385
9162,1564,34,7577,25,384
9163,1570,33,7611,30,387
9164,1563,35,7575,27,397
9165,1594,33,7527,42,385
9166,1503,33,7603,33,388
9167,1593,34,7665,44,380
9168,1545,35,7676,43,393
9169,1547,34,7530,39,390
9170,1561,32,7691,38,396
9171,1522,32,7652,42,390
9172,1553,32,7698,47,390
9173,1536,35,7536,47,389
9174,1561,33,7696,24,395
9175,1579,33,7564,45,399
9176,1593,32,7615,25,387
9177,1510,32,7580,39,380
9178,1523,35,7687,25,385
9179,1509,33,7598,46,399
9180,1562,32,7648,47,388
9181,1567,32,7560,36,384
9182,1538,35,7543,27,396
9183,1557,32,7568,26,385
9184,1595,34,7579,25,399
9185,1542,32,7642,46,381
9186,1538,33,7514,45,396
9187,1594,35,7517,24,381
9188,1571,32,7667,44,380
9189,1595,35,7688,37,390
9190,1550,35,7683,46,392
9191,1544,35,7639,31,381
9192,1543,33,7518,38,389
9193,1564,34,7679,29,391
9194,1576,33,7668,42,399
9195,1515,35,7590,26,384
9196,1529,35,7584,37,382
9197,1550,33,7514,42,397
9198,1560,35,7527,33,382
9199,1551,34,7597,37,395
9200,1500,35,7620,25,392
9201,1560,32,7671,30,393
9202,1553,34,7642,47,395
9203,1579,32,7646,35,398
9204,1566,35,7578,28,399
9205,1518,32,7566,34,385
9206,1540,35,7579,29,385
9207,1582,34,7672,44,395
9208,1512,34,7552,42,394
9209,1561,35,7669,45,395
9210,1572,33,7662,34,397
9211,1536,34,7643,43,395
9212,1511,34,7687,45,383
9213,1564,33,7558,42,396
9214,1527,32,7529,46,394
9215,1563,33,7684,47,389
9216,1514,35,7526,30,395
9217,1565,32,7569,28,389
9218,1564,33,7545,42,393
9219,1512,32,7529,38,392
9220,1505,33,7666,36,380
9221,1527,35,7626,30,393
9222,1510,33,7545,32,384
9223,1521,32,7572,42,399
9224,1561,35,7678,46,390
9225,1553,35,7600,33,380
9226,1544,33,7536,32,382
9227,1563,34,7632,33,395
9228,1594,32,7522,34,380
9229,1599,33,7629,24,380
9230,1509,34,7646,26,392
9231,1590,35,7559,24,385
9232,1565,33,7572,41,394
9233,1572,35,7516,43,380
9234,1565,35,7522,38,392
9235,1519,32,7676,44,393
9236,1526,34,7631,28,389
9237,1590,32,7618,43,390
9238,1523,35,7656,26,387
9239,1523,32,7587,41,399
9240,1520,32,7679,36,388
9241,1506,33,7618,36,388
9242,1536,34,7690,29,385
9243,1531,35,7574,30,397
9244,1500,33,7678,25,395
9245,1560,33,7694,28,384
9246,1592,35,7686,27,395
9247,1508,32,7530,37,391
9248,1513,32,7670,27,399
9249,1537,32,7568,31,396
9250,1595,32,7615,38,397
9251,1525,33,7678,31,386
9252,1582,32,7577,29,396
9253,1530,33,7524,28,395
9254,1557,35,7641,30,394
9255,1532,35,7503,47,386
9256,1506,34,7599,25,385
9257,1593,33,7623,27,389
9258,1550,32,7509,42,387
9259,1565,35,7622,44,383
9260,1586,35,7547,25,391
9261,1531,34,7633,30,394
9262,1558,34,7677,26,382
9263,1538,35,7576,41,396
9264,1534,35,7577,46,383
9265,1553,34,7651,40,398
9266,1549,35,7517,33,389
9267,1583,32,7606,26,384
9268,1582,33,7677,33,387
9269,1547,33,7542,47,399
9270,1508,33,7534,41,381
9271,1569,34,7617,36,391
9272,1575,34,7550,27,381
9273,1557,33,7646,35,384
9274,1567,35,7531,38,398
9275,1562,34,7594,41,391
9276,1500,34,7559,32,398
9277,1510,33,7522,31,389
9278,1515,33,7548,41,386
9279,1503,32,7533,45,388
9280,1534,32,7571,31,382
9281,1592,34,7534,38,395
9282,1503,34,7662,32,383
9283,1535,32,7608,28,385
9284,1525,33,7536,38,383
9285,1529,32,7561,27,390
9286,1596,32,7589,24,391
9287,1513,34,7691,29,394
9288,1558,34,7585,29,387
9289,1550,34,7502,35,380
9290,1569,34,7672,28,391
9291,1527,34,7526,27,392
9292,1521,33,7696,36,390
9293,1563,32,7668,39,390
9294,1541,35,7676,45,389
9295,1577,34,7515,29,390
9296,1525,35,7684,29,397
9297,1564,34,7601,35,393
9298,1513,35,7525,33,388
9299,1554,32,7648,42,385
9300,1547,33,7572,32,396
9301,1548,32,7598,31,382
9302,1547,33,7550,28,385
9303,1574,35,7624,44,385
9304,1599,33,7693,43,397
9305,1563,33,7621,25,392
9306,1500,33,7642,27,385
9307,1514,35,7647,42,385
9308,1568,34,7500,24,383
9309,1514,34,7691,25,381
9310,1525,33,7505,40,385
9311,1578,35,7546,36,388
9312,1586,35,7627,26,398
9313,1571,35,7681,41,383
9314,1516,35,7501,35,391
9315,1562,33,7669,47,392
9316,1531,32,7501,40,380
9317,1545,32,7570,45,381
9318,1573,32,7657,41,399
9319,1599,34,7504,36,388
9320,1569,34,7602,38,392
9321,1594,35,7624,45,397
9322,1567,32,7601,24,388
9323,1590,33,7598,47,399
9324,1566,33,7507,25,394
9325,1569,32,7658,31,380
9326,1521,34,7677,30,392
9327,1522,33,7604,43,391
9328,1553,35,7631,32,390
9329,1537,35,7548,42,395
9330,1570,34,7676,30,392
9331,1562,35,7563,29,384
9332,1592,33,7535,36,394
9333,1541,34,7571,27,390
9334,1592,35,7577,45,396
9335,1572,32,7669,45,387
9336,1581,33,7592,39,396
9337,1532,35,7659,27,387
9338,1532,33,7594,33,393
9339,1509,32,7677,47,395
9340,1533,32,7683,33,386
9341,1532,33,7528,24,398
9342,1546,33,7636,40,396
9343,1556,35,7668,37,394
9344,1568,35,7636,25,381
9345,1571,34,7593,27,381
9346,1598,35,7625,35,389
9347,1591,35,7677,27,390
9348,1525,33,7586,33,392
9349,1553,33,7654,37,390
9350,1575,33,7554,28,398
9351,1544,35,7622,28,384
9352,1584,33,7617,38,397
9353,1547,34,7624,41,393
9354,1569,34,7511,32,396
9355,1537,32,7551,36,380
9356,1554,33,7610,41,389
9357,1595,33,7513,46,392
9358,1572,33,7626,42,381
9359,1544,35,7632,26,389
9360,1596,35,7540,27,386
9361,1566,32,7683,44,388
9362,1520,34,7607,45,392
9363,1544,35,7545,44,393
9364,1561,34,7601,38,398
9365,1574,34,7577,24,397
9366,1582,34,7513,36,393
9367,1558,34,7553,36,394
9368,1598,35,7574,25,394
