,Carbonato_sodio [%],Caliza [%],Silica_arena [%],Densidad [g/cm3]
8702,16,6,64,2489
8703,13,9,68,2494
8704,13,10,62,2565
8705,12,6,65,2539
8706,14,6,66,2404
8707,12,6,69,2513
8708,16,8,69,2504
8709,16,5,63,2538
8710,14,8,64,2491
8711,12,7,69,2404
8712,16,5,65,2496
8713,12,10,68,2433
8714,15,10,67,2505
8715,15,10,65,2495
8716,14,5,65,2458
8717,17,8,66,2535
8718,17,11,67,2469
8719,17,6,64,2562
8720,15,8,64,2559
8721,14,11,64,2485
8722,17,7,63,2434
8723,12,5,61,2435
8724,16,11,63,2587
8725,15,8,69,2569
8726,13,9,62,2556
8727,13,8,62,2494
8728,17,8,62,2444
8729,13,9,60,2495
8730,12,11,62,2457
8731,16,11,61,2562
8732,16,8,69,2587
8733,15,6,61,2415
8734,17,8,69,2597
8735,17,9,67,2468
8736,13,10,64,2449
8737,15,10,63,2432
8738,17,9,67,2461
8739,13,5,66,2571
8740,14,10,64,2535
8741,16,6,61,2557
8742,16,5,69,2501
8743,16,8,64,2445
8744,14,5,60,2419
8745,17,10,67,2456
8746,14,10,61,2560
8747,15,7,65,2521
8748,12,10,68,2532
8749,17,6,67,2593
8750,15,6,67,2523
8751,15,5,60,2535
8752,15,9,62,2543
8753,16,6,64,2437
8754,14,10,62,2587
8755,13,9,66,2523
8756,15,7,62,2508
8757,16,6,66,2569
8758,13,10,65,2501
8759,16,8,60,2562
8760,17,8,65,2456
8761,17,6,67,2492
8762,12,6,62,2409
8763,14,5,67,2417
8764,15,9,64,2509
8765,14,5,60,2471
8766,17,5,69,2530
8767,13,6,68,2540
8768,16,9,69,2535
8769,15,5,69,2489
8770,12,6,66,2417
8771,13,10,68,2531
8772,14,9,61,2514
8773,16,5,65,2531
8774,17,8,66,2530
8775,13,11,65,2422
8776,17,10,66,2402
8777,17,8,69,2595
8778,17,8,67,2466
8779,14,10,62,2565
8780,12,7,60,2449
8781,13,7,63,2577
8782,17,11,63,2493
8783,17,5,68,2494
8784,14,7,64,2432
8785,12,8,64,2409
8786,17,10,66,2454
8787,12,10,65,2493
8788,17,10,63,2583
8789,17,7,66,2598
8790,15,7,69,2434
8791,17,10,67,2497
8792,14,9,64,2492
8793,12,10,68,2551
8794,17,6,62,2471
8795,14,6,69,2590
8796,12,9,68,2443
8797,13,6,66,2508
8798,17,8,63,2487
8799,14,5,65,2554
8800,16,9,60,2426
8801,15,7,62,2484
8802,13,11,69,2525
8803,13,10,67,2520
8804,13,7,60,2407
8805,17,5,68,2410
8806,15,9,67,2551
8807,12,5,66,2450
8808,12,7,61,2541
8809,13,11,64,2417
8810,12,6,64,2552
8811,12,9,66,2472
8812,13,7,69,2492
8813,16,11,65,2466
8814,13,11,69,2526
8815,17,8,60,2410
8816,14,10,68,2510
8817,12,5,67,2482
8818,16,9,65,2463
8819,15,5,65,2501
8820,15,8,61,2547
8821,17,11,61,2530
8822,12,8,61,2417
8823,15,8,69,2426
8824,17,9,64,2462
8825,17,9,64,2585
8826,14,11,63,2599
8827,17,9,61,2410
8828,13,6,65,2507
8829,17,9,67,2418
8830,12,11,69,2417
8831,15,10,68,2527
8832,12,7,63,2546
8833,17,5,60,2520
8834,14,7,64,2504
8835,16,8,69,2560
8836,14,6,65,2544
8837,16,8,67,2502
8838,12,7,60,2593
8839,15,8,60,2444
8840,16,6,65,2520
8841,15,10,65,2467
8842,15,11,68,2499
8843,17,8,63,2508
8844,13,10,61,2413
8845,14,9,65,2483
8846,17,10,67,2578
8847,12,6,64,2472
8848,15,5,67,2510
8849,17,11,61,2515
8850,15,9,60,2599
8851,13,5,69,2574
8852,17,11,62,2568
8853,13,11,69,2540
8854,14,10,61,2517
8855,16,9,68,2571
8856,12,7,68,2475
8857,12,6,68,2414
8858,14,5,67,2458
8859,14,11,63,2508
8860,13,5,64,2577
8861,15,10,61,2453
8862,12,6,66,2480
8863,12,11,64,2531
8864,12,10,66,2433
8865,15,9,67,2493
8866,12,9,68,2401
8867,12,10,61,2430
8868,13,11,69,2587
8869,17,5,68,2550
8870,13,10,67,2453
8871,17,8,60,2533
8872,12,11,64,2482
8873,16,6,68,2497
8874,17,5,60,2559
8875,17,6,68,2588
8876,12,8,66,2584
8877,13,7,67,2419
8878,12,5,67,2593
8879,13,9,61,2463
8880,16,5,69,2562
8881,17,5,65,2409
8882,14,7,68,2419
8883,12,11,67,2596
8884,12,8,67,2517
8885,12,11,65,2449
8886,14,5,64,2478
8887,16,8,61,2479
8888,16,5,66,2563
8889,13,5,66,2472
8890,16,5,63,2400
8891,12,6,65,2571
8892,12,10,65,2471
8893,16,7,65,2410
8894,16,5,65,2549
8895,17,11,62,2571
8896,14,9,65,2574
8897,12,11,65,2436
8898,17,6,69,2512
8899,15,5,68,2461
8900,12,5,69,2579
8901,12,8,61,2587
8902,12,9,67,2516
8903,15,10,67,2597
8904,16,8,65,2589
8905,14,10,62,2495
8906,14,11,61,2508
8907,17,8,60,2416
8908,15,9,67,2539
8909,13,10,62,2480
8910,13,5,61,2580
8911,14,5,68,2558
8912,15,6,67,2415
8913,12,9,66,2525
8914,17,8,69,2586
8915,17,6,61,2546
8916,15,7,62,2486
8917,14,7,64,2448
8918,15,7,66,2574
8919,13,11,65,2453
8920,13,5,61,2400
8921,13,10,62,2578
8922,16,8,67,2433
8923,13,8,69,2453
8924,14,10,69,2445
8925,14,8,69,2525
8926,12,6,69,2462
8927,17,6,62,2505
8928,17,7,69,2437
8929,17,5,66,2428
8930,13,7,63,2414
8931,13,11,63,2412
8932,17,8,65,2508
8933,12,10,68,2447
8934,15,5,62,2412
8935,12,9,63,2508
8936,14,7,64,2526
8937,13,9,66,2489
8938,13,9,69,2455
8939,16,8,65,2509
8940,15,6,65,2555
8941,17,7,63,2445
8942,16,7,69,2464
8943,16,9,60,2519
8944,16,5,60,2423
8945,17,10,62,2535
8946,13,6,67,2490
8947,12,5,62,2588
8948,15,6,64,2554
8949,15,6,64,2553
8950,17,5,69,2483
8951,17,11,67,2593
8952,12,11,69,2438
8953,15,5,61,2544
8954,17,10,66,2582
8955,17,7,69,2466
8956,13,10,68,2420
8957,14,9,64,2557
8958,15,5,60,2506
8959,16,7,68,2423
8960,16,10,60,2505
8961,14,6,67,2582
8962,16,11,66,2485
8963,13,10,66,2475
8964,12,6,65,2418
8965,16,5,64,2448
8966,15,10,63,2413
8967,12,6,69,2571
8968,16,9,62,2416
8969,16,11,64,2427
8970,16,8,66,2568
8971,14,7,65,2593
8972,13,10,61,2425
8973,14,7,67,2416
8974,15,9,62,2491
8975,15,11,68,2440
8976,13,7,68,2440
8977,16,7,68,2529
8978,12,8,63,2561
8979,17,11,62,2562
8980,16,6,66,2515
8981,13,7,68,2472
8982,12,5,60,2493
8983,17,11,65,2592
8984,17,10,66,2505
8985,12,7,63,2430
8986,13,5,68,2577
8987,12,5,65,2431
8988,12,10,69,2431
8989,12,11,66,2586
8990,17,5,61,2438
8991,14,5,66,2592
8992,12,5,63,2574
8993,17,6,68,2498
8994,16,6,67,2538
8995,13,11,68,2433
8996,13,11,66,2417
8997,15,11,61,2596
8998,16,11,62,2439
8999,15,7,65,2578
9000,12,7,62,2445
9001,17,9,62,2572
9002,13,9,68,2584
9003,15,9,65,2591
9004,13,11,61,2515
9005,12,6,64,2586
9006,16,7,61,2483
9007,17,11,65,2433
9008,15,5,62,2433
9009,13,11,60,2491
9010,16,10,66,2509
9011,14,7,62,2445
9012,12,9,65,2419
9013,13,6,68,2563
9014,13,6,67,2441
9015,14,9,69,2429
9016,15,11,63,2553
9017,16,10,65,2443
9018,12,5,62,2541
9019,15,9,68,2423
9020,12,10,63,2427
9021,12,7,62,2427
9022,14,10,61,2436
9023,12,8,61,2471
9024,16,11,64,2549
9025,16,7,61,2511
9026,13,6,63,2501
9027,16,11,66,2464
9028,14,8,68,2438
9029,12,5,69,2556
9030,17,6,61,2564
9031,15,5,68,2450
9032,16,8,61,2526
9033,13,10,64,2553
9034,14,5,66,2556
9035,15,10,68,2523
9036,15,10,68,2582
9037,14,9,63,2512
9038,14,10,62,2456
9039,12,11,60,2423
9040,14,11,67,2573
9041,15,11,66,2427
9042,16,6,66,2555
9043,15,9,61,2468
9044,14,7,64,2589
9045,15,9,65,2588
9046,15,11,62,2563
9047,15,11,64,2507
9048,17,8,64,2548
9049,15,7,60,2503
9050,13,6,60,2587
9051,17,6,64,2571
9052,15,8,65,2421
9053,14,9,62,2585
9054,12,7,67,2405
9055,15,9,68,2537
9056,12,11,66,2456
9057,13,11,67,2469
9058,12,8,63,2476
9059,17,7,62,2490
9060,16,10,64,2494
9061,12,8,60,2523
9062,14,7,64,2583
9063,15,11,60,2485
9064,13,8,64,2519
9065,17,8,66,2485
9066,13,10,62,2407
9067,17,8,60,2541
9068,14,11,65,2440
9069,16,7,69,2456
9070,17,9,63,2524
9071,15,9,60,2414
9072,12,9,64,2550
9073,15,11,68,2462
9074,15,7,65,2490
9075,13,9,66,2504
9076,12,5,60,2478
9077,12,7,62,2528
9078,14,10,67,2422
9079,17,10,64,2479
9080,16,7,65,2471
9081,16,5,65,2419
9082,16,5,66,2525
9083,12,6,63,2523
9084,16,10,69,2511
9085,12,9,63,2467
9086,13,5,69,2411
9087,15,5,60,2494
9088,16,11,68,2512
9089,15,5,64,2489
9090,16,5,63,2413
9091,13,5,65,2471
9092,12,6,66,2425
9093,15,8,65,2563
9094,14,10,66,2451
9095,14,7,68,2423
9096,17,11,67,2527
9097,12,5,64,2546
9098,15,10,64,2479
9099,16,5,62,2455
9100,12,6,68,2522
9101,14,10,68,2401
9102,16,7,67,2471
9103,14,11,60,2464
9104,16,10,65,2508
9105,17,7,66,2588
9106,12,8,65,2477
9107,17,11,66,2476
9108,13,5,66,2577
9109,13,7,64,2428
9110,15,5,67,2505
9111,16,10,61,2574
9112,16,8,60,2554
9113,15,6,64,2487
9114,14,8,66,2565
9115,13,8,63,2590
9116,15,5,64,2453
9117,17,9,60,2406
9118,13,6,61,2436
9119,14,6,67,2586
9120,16,6,68,2584
9121,17,9,68,2509
9122,12,7,61,2585
9123,12,6,68,2490
9124,16,6,64,2559
9125,17,9,69,2521
9126,17,11,66,2475
9127,12,11,63,2525
9128,16,6,69,2491
9129,17,8,62,2423
9130,17,8,62,2557
9131,17,8,69,2479
9132,13,10,69,2454
9133,13,11,65,2501
9134,13,10,61,2403
9135,12,10,65,2425
9136,12,9,61,2425
9137,17,9,60,2578
9138,15,10,62,2430
9139,14,11,60,2411
9140,13,9,66,2506
9141,13,5,64,2507
9142,14,7,67,2566
9143,13,5,61,2594
9144,12,11,63,2551
9145,17,11,67,2428
9146,16,10,69,2437
9147,17,5,61,2459
9148,16,8,61,2580
9149,17,11,61,2424
9150,13,5,67,2531
9151,17,9,64,2490
9152,12,7,68,2554
9153,17,10,67,2496
9154,12,6,64,2464
9155,13,11,68,2488
9156,15,7,63,2411
9157,12,8,69,2511
9158,16,5,62,2462
9159,17,11,66,2432
9160,13,8,62,2462
9161,14,11,67,2535
9162,13,6,64,2403
9163,16,5,60,2552
9164,13,7,67,2514
9165,13,10,63,2596
9166,17,10,60,2534
9167,15,5,66,2589
9168,14,5,67,2594
9169,13,5,65,2561
9170,16,7,64,2477
9171,17,11,62,2585
9172,14,9,66,2539
9173,14,6,66,2492
9174,14,11,69,2484
9175,17,5,69,2477
9176,14,7,62,2524
9177,13,6,66,2502
9178,15,10,69,2441
9179,15,7,60,2404
9180,14,9,67,2496
9181,15,8,65,2555
9182,16,9,69,2468
9183,17,8,61,2465
9184,15,8,61,2494
9185,15,9,61,2462
9186,15,8,69,2471
9187,14,5,67,2425
9188,12,5,69,2501
9189,17,5,65,2422
9190,13,9,64,2437
9191,17,8,61,2514
9192,17,10,61,2401
9193,13,5,60,2507
9194,15,5,60,2514
9195,13,10,68,2520
9196,14,9,69,2415
9197,13,8,64,2563
9198,12,10,65,2534
9199,12,5,62,2405
9200,15,10,64,2486
9201,13,9,68,2579
9202,14,6,64,2534
9203,15,7,60,2546
9204,17,7,65,2597
9205,13,10,65,2517
9206,15,5,67,2468
9207,17,7,63,2445
9208,15,7,67,2473
9209,13,10,63,2589
9210,12,7,64,2451
9211,14,6,66,2541
9212,14,5,61,2506
9213,13,9,62,2599
9214,14,9,67,2496
9215,16,9,67,2589
9216,16,6,64,2513
9217,13,7,69,2587
9218,12,5,66,2445
9219,13,8,68,2441
9220,17,7,63,2505
9221,16,8,65,2402
9222,15,7,60,2463
9223,15,8,62,2511
9224,14,10,66,2531
9225,14,7,64,2417
9226,17,8,64,2474
9227,13,9,62,2561
9228,14,6,63,2508
9229,17,11,63,2420
9230,15,8,69,2440
9231,17,7,62,2516
9232,15,6,65,2439
9233,14,11,62,2436
9234,16,5,60,2466
9235,17,5,68,2409
9236,13,11,68,2541
9237,17,8,63,2511
9238,13,11,62,2401
9239,12,8,61,2513
9240,12,6,67,2584
9241,12,10,62,2402
9242,17,7,67,2496
9243,16,11,68,2491
9244,13,7,63,2511
9245,14,5,62,2583
9246,14,8,69,2404
9247,15,9,63,2412
9248,15,8,69,2461
9249,15,11,66,2598
9250,15,8,62,2549
9251,14,5,65,2537
9252,17,7,69,2517
9253,15,10,67,2403
9254,15,10,64,2574
9255,14,8,65,2568
9256,13,6,65,2462
9257,15,6,65,2549
9258,12,11,67,2543
9259,14,8,61,2420
9260,12,6,62,2464
9261,16,11,66,2535
9262,16,10,68,2430
9263,17,11,64,2592
9264,17,6,60,2424
9265,17,10,60,2525
9266,16,11,61,2492
9267,12,10,68,2466
9268,14,9,69,2485
9269,14,8,63,2407
9270,13,8,68,2498
9271,15,6,66,2504
9272,14,11,62,2537
9273,16,8,62,2433
9274,12,7,69,2595
9275,14,6,68,2523
9276,13,9,64,2581
9277,16,9,64,2456
9278,15,5,68,2592
9279,14,10,65,2587
9280,16,11,61,2462
9281,14,7,68,2434
9282,15,11,69,2493
9283,13,10,66,2526
9284,14,9,68,2518
9285,14,8,63,2570
9286,16,6,62,2424
9287,13,6,62,2547
9288,16,7,65,2590
9289,17,5,61,2596
9290,15,7,66,2507
9291,17,6,64,2419
9292,12,10,63,2449
9293,17,7,69,2500
9294,14,11,69,2511
9295,13,7,66,2597
9296,16,6,60,2583
9297,12,8,61,2483
9298,16,11,67,2486
9299,12,10,61,2543
9300,13,7,65,2463
9301,14,10,63,2544
9302,14,5,62,2502
9303,17,9,60,2490
9304,16,11,69,2559
9305,12,11,65,2531
9306,17,7,67,2410
9307,14,6,60,2554
9308,14,5,61,2432
9309,12,6,65,2564
9310,17,5,69,2423
9311,17,7,68,2507
9312,14,6,62,2475
9313,13,5,65,2528
9314,12,5,65,2531
9315,13,9,63,2585
9316,14,6,61,2593
9317,13,11,64,2595
9318,17,7,65,2565
9319,17,10,68,2584
9320,16,6,69,2532
9321,13,5,64,2515
9322,12,11,65,2564
9323,13,6,65,2506
9324,13,10,60,2584
9325,15,10,67,2492
9326,12,10,65,2508
9327,16,8,65,2450
9328,15,8,66,2510
9329,12,10,60,2529
9330,12,7,67,2558
9331,14,5,69,2435
9332,13,5,68,2487
9333,16,6,60,2514
9334,15,11,62,2467
9335,15,10,68,2534
9336,12,11,63,2477
9337,13,5,64,2560
9338,14,8,63,2505
9339,15,6,67,2453
9340,16,9,69,2453
9341,12,5,66,2461
9342,15,9,67,2446
9343,13,9,65,2570
9344,17,11,63,2552
9345,13,5,60,2458
9346,16,7,64,2403
9347,14,5,66,2413
9348,15,5,61,2493
9349,14,8,64,2462
9350,12,9,62,2478
9351,17,10,66,2418
9352,12,11,66,2497
9353,14,5,60,2492
9354,15,11,60,2508
9355,14,11,66,2422
9356,16,11,60,2434
9357,14,7,68,2555
9358,16,6,64,2497
9359,17,10,63,2430
9360,16,6,60,2418
9361,14,11,64,2418
9362,16,6,67,2530
9363,15,9,67,2441
9364,17,8,64,2520
9365,14,11,65,2554
9366,16,7,68,2571
9367,15,7,66,2535
9368,14,9,61,2415
9369,13,11,67,2421
9370,16,8,65,2511
9371,17,10,62,2473
9372,14,6,69,2523
9373,12,9,60,2469
9374,14,11,68,2526
9375,13,5,69,2489
9376,17,11,63,2431
9377,17,7,60,2541
9378,13,9,67,2452
9379,16,11,67,2462
9380,13,11,69,2522
9381,12,10,68,2461
9382,14,10,66,2401
9383,16,11,61,2545
9384,12,11,63,2424
9385,16,7,60,2515
9386,16,10,68,2570
9387,17,8,62,2402
9388,16,9,64,2555
9389,14,5,60,2596
9390,17,9,66,2510
9391,17,9,61,2550
9392,14,5,67,2537
9393,16,11,62,2538
9394,17,10,61,2404
9395,17,10,61,2409
9396,13,6,60,2516
9397,17,9,65,2591
9398,16,11,69,2447
9399,16,7,61,2580
9400,12,8,65,2486
9401,15,5,67,2572
9402,14,5,65,2506
9403,15,9,60,2489
9404,15,6,65,2446
9405,15,7,63,2558
9406,12,10,65,2427
9407,12,11,61,2431
9408,14,9,62,2539
9409,15,7,65,2550
9410,17,6,65,2460
9411,13,7,60,2519
9412,16,11,68,2537
9413,17,7,66,2467
9414,13,7,60,2417
9415,16,11,64,2426
9416,13,7,69,2438
9417,17,9,66,2499
9418,16,7,61,2425
9419,16,6,64,2579
9420,14,10,68,2507
9421,14,6,64,2459
9422,16,6,61,2464
9423,13,11,60,2505
9424,16,6,66,2470
9425,15,10,66,2545
9426,17,7,63,2427
9427,14,5,64,2479
9428,13,9,66,2417
9429,16,5,66,2597
9430,16,5,61,2585
9431,17,6,66,2444
9432,17,5,67,2553
9433,17,9,65,2561
9434,12,11,60,2546
9435,16,9,69,2483
9436,12,5,61,2510
9437,12,10,69,2528
9438,13,9,64,2549
9439,12,5,61,2404
9440,17,7,60,2417
9441,16,8,60,2529
9442,15,10,69,2456
9443,16,8,65,2459
9444,17,7,66,2581
9445,15,9,64,2453
9446,16,10,67,2535
9447,12,9,63,2438
9448,14,11,60,2598
9449,16,5,60,2599
9450,14,10,60,2477
9451,16,9,68,2559
9452,17,11,69,2490
9453,16,6,67,2585
9454,14,11,63,2405
9455,16,5,62,2586
9456,15,6,63,2574
9457,15,7,69,2410
9458,15,6,61,2581
9459,14,11,68,2483
9460,16,5,66,2577
9461,16,11,68,2556
9462,16,6,69,2545
9463,15,5,68,2595
9464,17,10,61,2485
9465,14,7,65,2572
9466,17,5,65,2548
9467,14,11,67,2437
9468,16,7,61,2488
9469,17,9,60,2552
9470,14,8,69,2443
9471,15,5,61,2419
9472,14,10,64,2512
9473,17,10,62,2509
9474,14,7,69,2492
9475,15,5,63,2420
9476,16,6,64,2503
9477,16,6,67,2411
9478,17,6,64,2575
9479,17,6,68,2404
9480,12,9,67,2565
9481,14,10,69,2589
9482,15,9,67,2411
9483,13,5,68,2581
9484,12,5,61,2491
9485,17,9,60,2452
9486,15,5,61,2462
9487,14,6,61,2598
9488,15,11,60,2514
9489,14,9,68,2488
9490,17,11,60,2582
9491,17,7,61,2414
9492,16,6,62,2520
9493,12,8,60,2480
9494,15,6,61,2517
9495,13,10,63,2449
9496,15,6,61,2452
9497,13,8,61,2413
9498,16,5,69,2522
9499,15,5,67,2523
9500,14,8,69,2501
9501,14,8,60,2416
9502,13,8,69,2448
9503,12,6,69,2581
9504,13,9,63,2599
9505,13,9,65,2522
9506,14,5,67,2481
9507,17,5,68,2450
9508,12,5,62,2403
9509,16,7,62,2447
9510,16,7,64,2484
9511,17,10,61,2497
9512,16,7,68,2408
9513,17,5,68,2433
9514,15,11,63,2409
9515,12,6,61,2577
9516,15,5,64,2545
9517,13,7,65,2529
9518,13,5,69,2501
9519,16,5,61,2450
9520,17,7,63,2573
9521,12,5,69,2489
9522,15,6,64,2570
9523,13,7,68,2534
9524,15,9,61,2483
9525,12,7,61,2492
9526,17,9,64,2489
9527,14,9,69,2421
9528,16,5,62,2575
9529,13,5,69,2453
9530,13,6,60,2519
9531,17,8,67,2422
9532,16,11,64,2498
9533,13,7,62,2550
9534,16,6,63,2498
9535,16,9,65,2559
9536,12,5,66,2456
9537,13,7,67,2467
9538,15,7,68,2422
9539,12,10,65,2532
9540,13,9,60,2483
9541,14,9,65,2526
9542,17,6,65,2537
9543,15,10,62,2506
9544,14,5,68,2436
9545,14,10,65,2508
9546,13,9,64,2553
9547,12,5,62,2461
9548,16,9,67,2451
9549,14,8,69,2579
9550,16,8,69,2494
9551,15,8,66,2420
9552,14,5,69,2489
9553,15,5,62,2517
9554,16,10,68,2447
9555,17,11,63,2496
9556,13,9,61,2453
9557,16,6,66,2504
9558,15,8,60,2431
9559,16,6,65,2416
9560,12,6,63,2456
9561,12,6,66,2500
9562,14,9,67,2450
9563,16,8,63,2479
9564,14,7,68,2570
9565,15,6,64,2519
9566,14,10,67,2443
9567,13,8,67,2522
9568,14,7,69,2449
9569,13,9,62,2456
9570,15,9,67,2511
9571,15,5,66,2584
9572,12,6,67,2495
9573,16,6,62,2414
9574,14,9,60,2525
9575,14,5,68,2408
9576,16,8,62,2591
9577,14,10,66,2402
9578,13,6,60,2541
9579,12,9,66,2529
9580,16,9,62,2497
9581,17,5,60,2419
9582,13,5,68,2461
9583,16,11,64,2529
9584,15,6,68,2411
9585,16,9,61,2508
9586,12,9,62,2495
9587,13,8,69,2402
9588,16,5,67,2530
9589,14,6,67,2419
9590,14,8,64,2534
9591,15,9,62,2563
9592,13,8,67,2428
9593,12,5,61,2419
9594,17,8,61,2451
9595,12,11,66,2412
9596,16,11,60,2514
9597,16,6,62,2587
9598,14,9,62,2475
9599,17,6,61,2417
9600,14,11,64,2594
9601,17,5,63,2437
9602,15,5,65,2419
9603,17,8,67,2599
9604,15,10,61,2510
9605,15,11,64,2574
9606,14,10,63,2495
9607,16,6,66,2552
9608,12,6,62,2470
9609,12,7,62,2410
9610,14,5,65,2510
9611,16,8,65,2511
9612,12,5,64,2455
9613,17,9,64,2504
9614,12,7,60,2574
9615,12,7,67,2536
9616,12,7,66,2416
9617,14,11,69,2450
9618,12,7,64,2530
9619,17,9,60,2490
9620,17,7,68,2539
9621,17,8,69,2547
9622,15,8,65,2438
9623,13,5,64,2451
9624,15,8,67,2551
9625,17,11,63,2585
9626,17,8,60,2469
9627,17,6,65,2541
9628,13,7,64,2532
9629,12,11,61,2484
9630,15,8,69,2489
9631,14,6,67,2506
9632,15,9,62,2509
9633,16,6,67,2570
9634,16,6,69,2521
9635,12,9,69,2576
9636,16,11,67,2564
9637,16,10,69,2580
9638,12,7,63,2532
9639,17,8,66,2524
9640,14,11,68,2517
9641,12,5,62,2476
9642,12,10,69,2422
9643,17,8,68,2470
9644,12,5,61,2432
9645,13,10,61,2538
9646,16,7,69,2577
9647,12,6,67,2464
9648,15,7,67,2547
9649,13,9,64,2448
9650,16,9,60,2421
9651,17,11,61,2465
9652,16,9,67,2408
9653,12,9,61,2596
9654,15,8,69,2525
9655,17,10,60,2592
9656,12,8,60,2546
9657,17,10,67,2598
9658,17,11,66,2466
9659,14,11,68,2566
9660,13,8,61,2560
9661,17,7,68,2499
9662,13,8,60,2467
9663,17,7,60,2411
9664,15,9,64,2511
9665,14,6,68,2438
9666,14,9,69,2591
9667,16,6,64,2533
9668,12,8,66,2470
9669,13,5,65,2506
9670,15,10,62,2436
9671,17,7,64,2550
9672,17,5,61,2571
9673,16,9,68,2565
9674,15,8,64,2545
9675,12,6,65,2504
9676,13,10,62,2500
9677,16,9,69,2473
9678,14,6,67,2514
9679,12,11,63,2435
9680,13,10,68,2421
9681,14,5,66,2585
9682,16,10,63,2490
9683,13,7,62,2410
9684,13,9,66,2502
9685,13,7,60,2576
9686,13,10,64,2434
9687,14,9,65,2574
9688,12,9,64,2584
9689,16,6,69,2461
9690,12,6,61,2415
9691,13,11,60,2421
9692,15,10,66,2502
9693,16,7,68,2470
9694,15,8,68,2547
9695,13,7,60,2593
9696,12,10,63,2446
9697,12,7,69,2505
9698,14,8,68,2528
9699,13,7,63,2479
9700,14,10,60,2557
9701,15,9,61,2566
9702,15,11,69,2539
9703,13,9,66,2428
9704,12,10,60,2504
9705,15,10,63,2573
9706,12,9,69,2495
9707,17,6,66,2402
9708,17,10,65,2548
9709,12,7,60,2432
9710,17,11,61,2563
9711,15,5,64,2456
9712,17,7,61,2538
9713,14,5,65,2447
9714,12,9,61,2587
9715,13,7,60,2414
9716,16,8,61,2411
9717,13,11,69,2518
9718,17,9,60,2561
9719,12,9,61,2593
9720,15,8,69,2481
9721,14,6,68,2435
9722,14,6,69,2553
9723,17,8,67,2519
9724,17,10,64,2440
9725,17,7,63,2476
9726,13,9,65,2527
9727,12,6,64,2532
9728,17,6,64,2523
9729,17,7,65,2459
9730,14,5,64,2486
9731,13,8,60,2424
9732,16,9,61,2592
9733,12,9,64,2495
9734,12,9,69,2492
9735,13,10,65,2532
9736,13,6,62,2413
9737,17,10,69,2588
9738,14,8,69,2581
9739,16,7,64,2482
9740,16,7,61,2575
9741,15,9,66,2426
9742,15,11,62,2478
9743,15,8,68,2568
9744,16,9,62,2528
9745,16,5,62,2429
9746,12,11,66,2463
9747,12,7,67,2570
9748,15,7,62,2551
9749,17,7,67,2511
9750,14,10,66,2581
9751,16,8,60,2517
9752,12,11,69,2439
9753,12,5,64,2584
9754,13,7,67,2454
9755,13,6,62,2404
9756,17,9,60,2485
9757,14,5,69,2441
9758,14,6,60,2579
9759,17,6,65,2417
9760,16,10,63,2524
9761,14,7,67,2404
9762,16,7,67,2464
9763,13,6,66,2438
9764,12,10,64,2543
9765,16,8,65,2569
9766,15,9,66,2439
9767,17,10,63,2427
9768,16,7,64,2427
9769,14,6,65,2452
9770,14,5,68,2520
9771,16,9,62,2587
9772,17,11,63,2527
9773,12,6,61,2490
9774,15,10,62,2585
9775,14,7,64,2431
9776,16,9,65,2593
9777,16,10,60,2523
9778,15,10,67,2414
9779,16,9,62,2501
9780,14,7,69,2478
9781,13,11,61,2548
9782,12,5,64,2529
9783,17,6,69,2428
9784,14,9,63,2484
9785,15,8,60,2480
9786,15,9,64,2519
9787,14,5,67,2476
9788,16,5,64,2547
9789,16,8,67,2553
9790,14,5,61,2454
9791,12,9,66,2486
9792,17,10,65,2435
9793,15,6,63,2562
9794,14,7,61,2579
9795,12,10,67,2593
9796,17,9,64,2440
9797,15,11,68,2462
9798,13,11,66,2557
9799,17,7,64,2488
9800,13,7,68,2509
9801,15,6,66,2581
9802,16,5,67,2529
9803,14,7,65,2540
9804,12,11,61,2499
9805,15,7,64,2455
9806,15,6,69,2591
9807,17,9,69,2573
9808,12,6,62,2535
9809,12,7,67,2508
9810,12,5,60,2508
9811,13,6,69,2576
9812,14,10,68,2482
9813,16,5,69,2452
9814,12,9,64,2584
9815,17,6,66,2532
9816,14,5,62,2539
9817,17,11,66,2565
9818,12,7,63,2553
9819,17,11,66,2582
9820,15,10,63,2433
9821,12,9,62,2505
9822,13,10,66,2458
9823,14,8,66,2408
9824,17,9,64,2417
9825,16,8,61,2482
9826,15,6,62,2558
9827,13,10,65,2470
9828,14,8,63,2436
9829,12,7,67,2515
9830,16,6,62,2404
9831,17,6,63,2528
9832,16,6,62,2458
9833,15,11,69,2484
9834,15,8,67,2583
9835,12,10,61,2575
9836,14,9,65,2598
9837,15,9,65,2561
9838,17,8,63,2547
9839,17,8,69,2597
9840,17,8,68,2512
9841,14,11,68,2561
9842,15,6,67,2544
9843,17,8,68,2531
9844,12,8,62,2496
9845,16,5,64,2501
9846,17,7,64,2407
9847,15,6,68,2573
9848,12,10,62,2595
9849,12,10,60,2482
9850,14,9,69,2588
9851,12,5,62,2562
9852,15,10,62,2597
9853,12,5,69,2566
9854,14,7,66,2524
9855,16,9,65,2566
9856,15,7,64,2431
9857,17,7,66,2408
9858,16,8,68,2417
9859,13,10,64,2442
9860,17,10,60,2565
9861,17,5,64,2463
9862,14,6,60,2430
9863,12,6,64,2537
9864,14,11,60,2543
